"","id","DS1_Cell","DS1_Pt","DS76_Cell","DS81_Cell","DS76_Pt","DS81_Pt","DS76_C","DS81_C","K_C","N_C","S_C","DS1_C"
"4279","RAN",13223,15753,16387,16322,13939,17414,17290,17205,29128,24664,24915,8840
"4280","PRKAA1",3129,2723,1825,1925,1642,352,1926,2029,1740,1329,1711,2092
"4281","RAP1GAP2",3445,4691,1220,780,5344,1817,1885,1414,3800,6,2107,5189
"4282","CLUH",7620,7146,6719,4073,5264,3684,7089,4293,7428,12874,11592,5094
"4283","INPP5K",1914,2501,1181,837,1315,1856,1267,882,1920,861,1050,1374
"4284","MYBBP1A",6910,6899,4089,2734,4708,2731,4314,2882,5412,7720,7519,4620
"4285","RPA1",8771,9314,7634,4223,1125,710,8055,4451,11789,10251,11205,5864
"4286","UBE2G1",3988,3816,2860,1617,1176,502,3018,1704,3440,3713,3489,2666
"4287","TBC1D14",21968,13610,25586,19598,9350,6738,26996,20658,17306,9202,27813,14687
"4288","TMEM128",422,248,308,302,231,123,325,318,330,341,266,282
"4289","COQ3",52,104,120,114,92,236,127,120,51,525,344,35
"4290","PNISR",7633,6179,3587,3637,12195,3198,4540,4442,4446,3411,4762,6101
"4291","SEC61G",452,572,593,507,530,803,626,534,648,783,342,302
"4292","LANCL2",396,490,695,655,396,260,733,690,345,779,336,265
"4293","FIGNL1",1756,1242,1185,1083,1283,481,1250,1142,1244,1377,867,1174
"4294","GRSF1",3109,3188,2948,2012,2093,704,4185,2839,4196,4944,5144,2849
"4295","ANKRD17",6071,4394,3701,2717,2526,178,7137,5337,9054,10408,7929,7181
"4296","UTP3",1896,1631,2176,1006,1034,544,2296,1060,2376,1709,2118,1268
"4297","ITGB4",75,161,72,55,90,103,76,58,53,60,71,50
"4298","WBP2",5180,6515,3529,2292,3622,5137,3723,2416,4454,2698,3774,3463
"4299","H3-3B",16052,45678,20573,17318,27030,30445,NA,NA,NA,NA,NA,NA
"4300","UNK",3707,3840,2976,2779,3149,4542,3140,2929,2816,2418,3204,2478
"4301","ZRANB2",4884,4397,2795,3142,3088,687,3379,3729,4502,5001,5029,4210
"4302","EIF5A",1865,2781,2941,1335,4717,1574,17006,7585,29596,34667,31064,7468
"4303","KDM6B",3768,1439,2015,779,2331,764,2126,821,2217,3606,2034,2519
"4304","GPS2",3182,4195,2170,1167,2708,4303,2290,1230,2567,1926,2362,2127
"4305","XAF1",2927,3606,2894,912,4668,4068,3053,961,685,731,1176,1957
"4306","DLG4",2210,1493,663,241,1533,1125,851,344,430,549,639,1667
"4307","RIDA",384,544,258,300,162,239,NA,NA,NA,NA,NA,NA
"4308","VPS13B",8096,2670,1403,3198,2958,478,1480,3371,2212,1608,1769,5413
"4309","REEP2",472,203,25,52,16,142,26,55,84,187,67,316
"4310","PCBD2",504,448,170,209,198,118,369,416,245,236,410,487
"4311","SDF2",1197,1404,792,905,885,2479,836,954,764,720,725,800
"4312","FLOT2",6728,8261,6468,3532,6402,8600,6824,3723,8212,4206,5456,4498
"4313","ERAL1",488,349,61,120,214,919,1447,1346,1874,2334,2091,1252
"4314","PRMT7",1999,2234,1281,1170,1762,3622,1500,1338,1453,1191,1248,1461
"4315","NIP7",312,707,414,260,300,174,2714,2616,2253,3968,2522,1303
"4316","TERF2",4765,5192,3719,3097,4707,3367,3924,3265,3033,2519,2520,3186
"4317","VPS4A",961,1168,273,284,1218,3719,2686,3058,2689,2527,2861,2389
"4318","PCED1A",2191,2275,787,630,2916,6205,830,664,242,460,102,1465
"4319","BTBD3",1087,1326,758,1059,860,757,800,1116,910,1045,904,727
"4320","PCNA",453,560,396,359,1482,1404,12171,12064,13676,13864,9902,8697
"4321","NXT1",1099,1155,903,1200,861,1466,953,1265,944,1602,1007,735
"4322","POLR3F",686,635,304,337,475,478,321,355,350,597,435,459
"4323","RIN2",131,149,238,412,134,412,251,434,134,28,24,88
"4324","PTPRA",5399,6454,4048,3694,3203,2036,4757,4222,4445,5334,4985,4447
"4325","DAP3",3068,2830,2277,3179,2810,3458,3273,4262,3039,3877,3461,2620
"4326","KHDC4",5384,2919,1921,2245,3313,2007,NA,NA,NA,NA,NA,NA
"4327","ARHGEF11",4494,3885,1359,2227,1362,2798,1434,2347,309,650,1401,3004
"4328","DCAF8",8934,7412,3047,2793,7278,4618,3215,2944,3296,2369,3602,5973
"4329","SYT11",2377,1936,869,1073,709,1037,917,1131,207,690,497,1589
"4330","IGHMBP2",1471,1407,789,697,985,1284,832,735,947,749,775,983
"4331","ACY3",39,392,148,68,767,580,156,72,32,86,323,26
"4332","TESMIN",235,134,224,67,305,57,NA,NA,NA,NA,NA,NA
"4333","MMACHC",759,560,455,501,353,251,480,528,648,1058,732,507
"4334","DPH2",1749,1896,1485,2023,1653,2582,1567,2132,1617,2512,2186,1169
"4335","TOE1",987,1020,863,964,1009,1502,911,1016,985,1143,1119,660
"4336","NASP",32631,29886,14477,16168,12611,18176,15275,17042,16604,20256,14159,21815
"4337","MUTYH",2578,1979,1075,1076,2054,5718,1238,1163,899,941,829,1724
"4338","CTNNBL1",35,94,259,160,976,1326,3118,2830,3613,4030,2316,1568
"4339","ZSWIM3",460,127,252,268,263,521,266,282,283,222,208,308
"4340","RBM38",371,1171,846,459,553,167,8662,4170,7828,7378,3159,2458
"4341","OSER1",1681,2264,731,1232,902,2072,771,1299,1032,640,689,1124
"4342","SERINC3",9117,7524,4649,6492,2290,2135,4905,6843,3635,3381,4828,6095
"4343","PPP1R3D",314,112,284,199,121,46,300,210,411,113,159,210
"4344","AP3B1",3344,3655,1814,2021,1094,452,3483,3282,3113,3736,4141,3390
"4345","ZBED3",5682,4590,2560,3683,1649,658,2701,3882,17,4167,3226,3799
"4346","FBXO44",574,1075,341,283,651,1489,NA,NA,NA,NA,NA,NA
"4347","CPLANE2",188,171,114,70,147,135,NA,NA,NA,NA,NA,NA
"4348","CASP9",380,463,407,339,571,739,506,404,488,481,392,379
"4349","DCTN4",2030,2186,7393,1858,2259,573,7800,1958,2153,1996,1870,1357
"4350","MTUS2",1061,151,1416,667,289,518,1494,703,601,0,93,709
"4351","ZMYM5",959,1105,379,412,729,268,400,434,301,318,331,641
"4352","USPL1",1273,1088,743,1028,1032,819,784,1084,682,1045,1061,851
"4353","POMP",2543,3022,3101,3407,1853,3535,3272,3591,3176,3391,5441,1700
"4354","CDK8",1831,1404,885,1167,631,328,934,1230,908,1835,1284,1224
"4355","HMGB1P5",1902,1846,1839,2056,68,92,NA,NA,NA,NA,NA,NA
"4356","MYH10",12370,7993,5892,4212,2104,667,6217,4440,9587,7785,3315,8270
"4357","PEMT",46,140,132,23,71,239,629,334,570,636,586,459
"4358","SCO1",923,805,697,285,577,218,2091,1118,2193,3602,2848,1916
"4359","MPRIP",14966,17156,9712,4039,23599,3048,14013,5483,12571,7090,11117,11583
"4360","PIK3C2B",2389,3892,3509,3947,8677,2604,3702,4160,4074,2147,1741,1597
"4361","DSTYK",855,941,149,302,483,124,157,318,208,514,266,572
"4362","SLC41A1",4298,3656,1985,2507,3221,2105,2094,2643,1667,1475,2402,2873
"4363","LGR6",2746,4449,75,4093,14,1216,78,4415,1,57,3712,1835
"4364","CCNA1",25,21,183,25,112,111,193,26,1784,0,189,17
"4365","COG6",953,1024,611,729,472,194,645,768,845,990,811,637
"4366","SPART",4277,4040,3776,2687,956,721,NA,NA,NA,NA,NA,NA
"4367","RFXAP",803,882,365,338,401,189,385,356,372,590,668,537
"4368","TPT1",134735,146581,113501,86281,87909,157545,119754,90948,59175,63511,69660,90077
"4369","GPALPP1",2932,2685,1505,1563,1273,574,1588,1648,1185,1314,1499,1960
"4370","RFC3",1678,1698,1021,1589,913,394,1077,1675,1626,2502,3860,1122
"4371","STARD13",201,214,1159,523,350,208,1223,567,7,0,72,231
"4372","MORC4",2472,2564,185,493,2171,2717,195,520,165,152,486,1653
"4373","TBC1D8B",1402,1368,361,578,1471,154,381,842,488,363,631,937
"4374","TCEAL4",6321,7012,1004,1301,562,1251,1067,1380,0,693,1624,4253
"4375","FAM104A",2510,2686,1835,1684,1031,1049,1936,1775,2094,1604,1754,1678
"4376","SLC39A11",738,611,681,868,440,546,719,915,255,555,361,493
"4377","SRRM1",6489,6270,3865,2693,1490,214,10124,8952,11485,11378,12495,9766
"4378","BTBD2",7209,8136,5601,6364,4526,12571,5910,6708,5889,1850,4048,4820
"4379","PRAM1",69,170,343,15,1485,798,362,16,55,5,8,46
"4380","KMT5C",2247,1722,504,908,1021,3125,NA,NA,NA,NA,NA,NA
"4381","ZNF414",1152,1215,758,741,713,1520,800,781,934,669,887,770
"4382","HSPBP1",1113,1161,1491,1113,1063,2369,1573,1173,1713,2837,1732,744
"4383","CSNK1G2",1129,1472,665,619,1583,864,5607,5196,5485,2573,6790,4776
"4384","SLF1",381,245,175,141,165,120,NA,NA,NA,NA,NA,NA
"4385","CNDP2",11204,10128,6379,7198,6308,12099,6843,8242,4737,5942,5507,7649
"4386","MACROD1",1403,1535,859,1321,634,692,908,1392,635,1153,910,942
"4387","WDR74",1866,1794,1422,2271,2007,3964,1839,2712,1902,3187,3319,1381
"4388","RTN3",7254,7195,4147,5584,3394,5810,4375,5886,4316,4489,5781,4850
"4389","PLAAT4",227,372,297,61,599,1082,NA,NA,NA,NA,NA,NA
"4390","CEP20",142,280,211,75,189,19,NA,NA,NA,NA,NA,NA
"4391","MED10",1083,1670,927,1108,1108,1709,978,1168,893,857,1139,724
"4392","MORC2",4795,3168,2399,2856,2708,3249,2531,3010,2038,1420,2213,3206
"4393","LARGE1",1644,1438,1917,1252,2296,2112,NA,NA,NA,NA,NA,NA
"4394","C1QTNF6",158,133,154,50,154,594,162,52,46,13,44,106
"4395","GIMAP6",48,102,2360,203,2725,328,2490,214,9,0,78,32
"4396","GIMAP4",1070,1133,1479,731,1887,1130,1560,771,7,15,49,715
"4397","ADCK2",1290,1300,736,1265,924,2684,777,1333,777,1002,1102,862
"4398","MKRN1",5953,8390,3598,3176,2817,3325,3796,3348,4321,2744,3737,3980
"4399","AGAP3",372,43,124,1132,46,219,131,1193,1066,229,9,249
"4400","KRBA1",794,832,769,489,803,1352,901,587,267,552,271,680
"4401","ACTR3B",333,324,125,130,232,246,235,336,459,738,338,380
"4402","BTG1",5137,5762,5522,6558,1928,5882,5826,6913,5490,3303,1963,3434
"4403","C12orf29",905,760,436,581,305,177,460,612,495,1249,1033,605
"4404","ATP13A3",5182,3853,3819,5452,2066,205,4128,5833,3418,5346,5715,3537
"4405","TMEM254",1078,1175,357,557,345,504,377,587,216,349,229,721
"4406","KRAS",3320,3880,1801,1038,1013,366,1900,1094,2962,3734,5468,2220
"4407","IPO8",4755,3963,3552,1583,1976,325,3748,1669,3161,3928,3304,3179
"4408","LARS1",10713,9168,5626,7092,4623,1359,NA,NA,NA,NA,NA,NA
"4409","IMPA1",398,336,227,323,207,75,518,747,720,929,766,648
"4410","LRRCC1",2373,2071,592,1465,487,253,625,1544,1179,1248,1196,1586
"4411","E2F5",298,168,71,229,251,89,75,241,221,906,334,199
"4412","CCDC59",1641,2478,1149,1284,741,564,1212,1353,1255,2038,1851,1097
"4413","BMAL1",1047,484,167,382,374,245,NA,NA,NA,NA,NA,NA
"4414","AMPD3",89,411,435,360,999,247,459,379,120,189,64,60
"4415","SBF2",221,143,71,25,290,249,1559,847,189,987,296,1304
"4416","MICAL2",27,1299,82,631,128,304,87,665,199,0,14,18
"4417","RRAS2",866,467,643,355,247,185,678,374,228,933,515,579
"4418","HSD17B4",4901,6126,2684,1582,1316,1223,2832,1668,2549,3965,3698,3277
"4419","ZFC3H1",4706,3254,1722,1789,3353,1028,1817,1886,2089,2078,1646,3146
"4420","SARAF",926,1060,2101,3662,2006,3472,NA,NA,NA,NA,NA,NA
"4421","RNF122",343,317,599,764,388,833,632,805,495,599,418,229
"4422","DPF2",5229,4839,3385,4541,3573,5379,3571,4787,4487,3043,4293,3496
"4423","MEN1",3107,3162,1585,1245,3433,5140,3640,3004,3290,2802,2434,3980
"4424","ERG28",1211,1170,1007,846,733,1258,NA,NA,NA,NA,NA,NA
"4425","DGLUCY",3464,3495,1202,994,4086,3450,NA,NA,NA,NA,NA,NA
"4426","NUMB",4582,4386,3791,2748,3471,1790,4000,2897,3637,1989,2836,3063
"4427","COX16",824,1091,875,636,652,948,923,670,526,467,962,551
"4428","MED6",990,610,833,822,501,554,879,866,1003,1136,1136,662
"4429","EIF2S1",4470,4647,3792,4240,656,762,4001,4469,4835,6298,6181,2988
"4430","LOXL2",150,176,19,62,149,324,20,64,13,15,43,100
"4431","ELP3",502,304,865,1280,748,914,2227,3023,2094,1918,2376,824
"4432","CTIF",1274,1553,292,542,1015,678,308,571,21,660,51,852
"4433","MBD2",4320,4816,3320,4032,2175,1847,3503,4250,3276,4991,4186,2888
"4434","IER3IP1",1790,2181,1219,1506,598,766,1286,1587,970,1552,1360,1197
"4435","MRPS36",570,543,382,424,364,456,429,481,609,607,668,383
"4436","CCNB1",2071,1729,2073,1380,1770,1229,3502,2392,3972,5071,5216,2254
"4437","CDK7",460,813,559,378,27,155,611,688,673,978,905,602
"4438","CD180",107,88,453,92,607,222,478,97,111,303,59,72
"4439","IRAK2",67,76,340,350,268,316,NA,NA,NA,NA,NA,NA
"4440","CAMK1",167,338,473,44,163,399,499,46,6,5,5,112
"4441","THUMPD3",1959,1856,1803,1438,873,597,1902,1516,1436,1890,1493,1310
"4442","VHL",5517,5668,3766,4609,2204,1306,3973,4858,3224,3339,3264,3688
"4443","BHLHE40",298,841,340,13,782,543,359,14,782,1941,225,199
"4444","ARL8B",1845,1152,2218,1274,89,13,3669,2467,1657,2345,1748,1558
"4445","EDEM1",9217,5728,15507,7420,12959,3056,16361,7821,5279,12379,3519,6162
"4446","DPH6",132,120,234,155,120,112,247,163,156,310,263,88
"4447","KATNBL1",1419,1225,434,473,859,302,458,499,603,613,595,949
"4448","EMC7",1315,1508,831,1206,608,1461,877,1271,759,940,1503,879
"4449","PRPF38B",8346,7208,3775,4044,3752,1869,3983,4263,4837,5807,4952,5580
"4450","VAV3",8632,10923,2197,1289,1979,3356,2318,1359,2664,777,1331,5771
"4451","PSRC1",1314,928,685,569,906,855,723,600,899,923,1232,878
"4452","PTPN22",49,64,332,122,291,34,673,129,375,264,67,72
"4453","SORT1",3095,1508,1112,1204,481,654,1173,1269,2843,2692,3036,2069
"4454","PTGFRN",1183,333,258,810,40,273,272,854,1,0,0,791
"4455","LAMTOR5",1793,2414,1245,1264,1295,1180,1336,1346,1489,1584,1456,1219
"4456","NOTCH2",763,2078,1735,2031,933,558,1895,2187,418,863,1087,594
"4457","TRIM45",690,754,114,128,396,513,120,135,75,116,203,461
"4458","CEPT1",2042,1507,1181,1299,960,593,1252,1369,1242,982,826,1365
"4459","AP4B1",1637,1209,498,510,1260,2495,525,538,825,1049,609,1094
"4460","NAPG",594,463,225,222,329,143,667,736,1003,1099,1098,867
"4461","PPHLN1",2707,2803,1557,1939,2098,1236,2963,3122,3012,3666,3096,2637
"4462","FKBP11",1116,1322,436,856,1046,1712,462,909,750,1775,1518,759
"4463","ARF3",11240,12816,8138,6437,7407,3670,8586,6785,6469,7012,6779,7514
"4464","TMEM106C",1534,1742,1712,2055,1787,5776,1983,2352,3403,1558,2506,1347
"4465","SLC38A2",2058,3551,1108,1240,1369,18,8775,10006,6560,8107,6757,8239
"4466","PLEKHA8P1",229,207,190,145,166,134,200,153,133,77,131,153
"4467","YWHAQ",17591,21036,12765,13300,7945,5443,13468,14019,18502,16437,17483,11760
"4468","KIDINS220",6966,8706,3628,4353,3535,973,3828,4588,2060,3282,2546,4657
"4469","RSAD2",148,444,407,77,285,349,429,81,70,0,43,99
"4470","LPIN1",5180,3504,6428,2825,3639,1459,6782,2978,4505,1134,3423,3463
"4471","CMPK2",149,342,531,247,395,394,560,260,319,0,351,100
"4472","IAH1",1936,2110,619,602,694,1160,683,664,490,215,251,1300
"4473","LDHA",37467,29571,31158,37170,13587,10920,32875,39180,56002,43684,66901,25049
"4474","IL6ST",2892,1258,1885,1274,849,216,1989,1343,4,223,427,1933
"4475","NAV1",14397,13093,8458,4293,16598,4659,9105,4630,652,4114,822,9800
"4476","CDC73",2639,2106,1860,1898,780,292,1962,2001,1566,1784,2071,1764
"4477","TIMM17A",2123,2039,1382,1320,1107,1128,1458,1391,1813,2487,1969,1419
"4478","RPS15A",18677,18461,20375,18269,27858,45016,21498,19257,18363,17780,21677,12486
"4479","NARS1",2115,1481,1217,1283,414,168,NA,NA,NA,NA,NA,NA
"4480","RELCH",1342,1035,641,620,1195,420,NA,NA,NA,NA,NA,NA
"4481","FBH1",4675,5703,2708,2094,5178,4715,NA,NA,NA,NA,NA,NA
"4482","RBM17",5796,6795,3996,4101,4499,5031,4216,4323,4910,5899,5200,3875
"4483","ANKRD16",346,377,368,295,322,261,480,498,312,634,234,424
"4484","ECHDC3",76,211,113,136,146,405,119,143,77,0,0,51
"4485","IL15RA",370,301,170,156,361,349,179,164,140,305,210,247
"4486","CCNH",1127,1295,872,971,964,526,920,1024,1284,1482,1439,753
"4487","TMEM241",387,606,179,219,211,217,189,231,424,613,352,259
"4488","CABLES1",176,31,1358,149,29,18,3153,373,657,341,0,434
"4489","DOCK2",11579,17274,8447,9044,11336,4879,8924,9539,9885,11784,10922,7757
"4490","LRP4",107,34,106,859,23,515,NA,NA,NA,NA,NA,NA
"4491","DDB2",3234,3015,2511,1160,2727,2998,2649,1223,2671,999,1567,2162
"4492","ACP2",1110,384,262,466,542,1079,276,491,149,229,480,742
"4493","RBMX2",128,135,38,11,70,24,915,782,1072,1186,1037,1457
"4494","STK26",6730,6838,3135,3590,2282,397,NA,NA,NA,NA,NA,NA
"4495","PIWIL4",73,32,35,52,60,301,NA,NA,NA,NA,NA,NA
"4496","PUM1",6897,4462,4230,4727,3383,1130,4463,4983,4666,3642,4185,4611
"4497","YARS1",9048,6838,7881,7845,5231,8906,NA,NA,NA,NA,NA,NA
"4498","PHC2",5404,5075,4158,4806,4162,10170,4389,5066,3315,3375,3841,3622
"4499","CDCA8",4471,3737,3691,4461,2524,2496,3894,4702,6500,4510,5023,2989
"4500","GNL2",3622,4057,3367,3525,1855,2231,3552,3716,4500,4745,3713,2421
"4501","AGO4",4458,4534,1897,2880,1657,911,2002,3036,2272,1261,1319,2980
"4502","BTF3L4",1295,1654,1304,838,783,589,2074,1520,1167,1444,1354,1375
"4503","TUT4",7995,4203,3865,3679,3592,1650,NA,NA,NA,NA,NA,NA
"4504","PRPF38A",441,759,605,677,938,937,5117,5386,4273,4220,5255,4074
"4505","RNF138",4054,4157,2559,3131,1250,484,2700,3300,2854,3233,3495,2710
"4506","ELP2",1216,1088,895,791,771,1352,1826,1864,1699,2839,2763,1877
"4507","TPGS2",4118,5251,4093,3235,4105,3067,4318,3410,4239,4823,4668,2753
"4508","SLC43A3",7662,7953,12965,13064,4831,23222,13679,13771,6075,7910,11539,5122
"4509","TIMM10",916,1140,829,1038,863,4770,875,1094,1172,1249,1534,612
"4510","DHX34",1946,1728,1026,1168,1276,4883,1083,1231,1706,1554,1136,1301
"4511","FADS2",4971,3801,8156,9277,4477,6525,8670,9947,15870,12461,27314,3371
"4512","TMEM258",1003,983,886,946,1300,2540,963,1030,1469,1146,1220,695
"4513","TMEM165",533,436,223,227,564,172,2052,2256,1623,2417,2304,2094
"4514","CLOCK",1568,1632,755,930,456,149,797,980,779,640,800,1048
"4515","UBAC2",2846,2352,2913,2389,2321,2550,3073,2518,2272,2464,2222,1903
"4516","ARGLU1",21182,21507,4842,4850,19223,6474,5109,5112,7414,4785,6284,14161
"4517","ERCC5",5023,3809,3169,3241,3235,2204,3344,3416,2915,2717,3258,3358
"4518","TPP2",6758,5341,4215,4521,3846,671,4447,4766,7332,6429,4814,4518
"4519","CARS2",3762,3986,1512,1714,3540,5238,1595,1807,1674,1505,2044,2515
"4520","STT3A",7031,6596,4935,5517,2590,3339,5207,5815,4927,9138,5557,4701
"4521","ETS1",1106,1822,1753,10668,3119,866,1850,11245,13851,3728,1963,739
"4522","SLC37A2",314,167,2059,303,263,277,2172,319,39,42,59,210
"4523","TMED7",1998,1489,1062,1048,403,127,1121,1105,1075,1309,1414,1336
"4524","APC",3745,2167,1834,2394,1015,188,1935,2523,1705,2671,1205,2504
"4525","NREP",1597,1487,1030,2276,4716,1164,4985,10103,2561,13245,4097,4654
"4526","OSTF1",2702,3258,2358,1443,1743,1045,2488,1521,2743,1222,1714,1806
"4527","RFK",963,1261,613,603,409,213,647,636,962,1442,895,644
"4528","UBQLN1",6054,6036,4083,3767,3056,1907,5590,5146,7113,8219,7939,4939
"4529","C9orf40",1433,947,948,1142,609,1229,1000,1204,2578,1974,1537,958
"4530","CEMIP2",786,547,3051,612,940,928,NA,NA,NA,NA,NA,NA
"4531","AGTPBP1",2565,2605,1402,943,1271,391,1479,994,1503,2690,1306,1715
"4532","PSAT1",5069,1264,1355,1783,1086,1175,1430,1879,6070,8361,4573,3389
"4533","ISCA1",1449,2128,861,787,739,613,908,830,641,1128,1075,969
"4534","ADAM19",859,209,3411,1423,669,1254,3599,1500,1460,353,6,574
"4535","CCNJL",54,32,110,34,105,28,276,149,389,4,88,104
"4536","TAOK3",7136,7026,5101,5229,2602,742,5382,5512,3686,3682,3806,4771
"4537","USP30",86,198,47,46,75,230,532,568,514,610,508,495
"4538","FBXO21",1025,949,507,745,500,354,1480,2019,2672,2097,2370,1556
"4539","HRK",57,20,431,162,740,151,455,171,25,921,0,38
"4540","RNFT2",79,23,72,152,119,32,102,202,576,525,305,76
"4541","P2RX4",753,696,835,414,895,2510,932,472,847,482,201,545
"4542","BICDL1",146,172,28,124,72,1209,NA,NA,NA,NA,NA,NA
"4543","DTX1",322,187,2100,5487,2138,1744,2216,5784,7888,9749,6,215
"4544","TRAFD1",3406,3351,2159,1595,2510,3016,2278,1681,2149,1541,1711,2277
"4545","DMTF1",5013,3354,931,962,5073,1275,1450,1598,1914,1562,1645,3510
"4546","TMEM243",1399,1322,664,970,1375,991,701,1022,912,1044,860,935
"4547","CCDC146",136,133,63,31,123,55,66,33,41,55,131,91
"4548","TMEM60",312,213,277,235,202,291,292,248,238,226,210,209
"4549","PNPLA8",1333,1103,667,492,539,322,822,682,523,784,704,1030
"4550","HILPDA",968,305,311,358,371,311,328,377,582,705,679,647
"4551","RINT1",1161,933,884,631,601,344,933,665,463,858,704,776
"4552","SRPK2",3904,3129,2229,1772,1057,243,2352,1868,1874,2371,2275,2610
"4553","MTO1",2657,2650,2714,1980,1869,1718,2865,2087,1456,1536,1801,1776
"4554","KHDC1",260,293,62,122,373,853,65,129,151,119,401,176
"4555","CEP162",1223,943,529,546,560,273,558,576,510,725,587,818
"4556","SYNCRIP",5884,6003,8398,6983,3840,1096,20139,20003,19279,27638,21037,13200
"4557","SNX14",3211,2478,1663,1675,1107,975,1755,1766,1967,1545,2214,2147
"4558","NT5E",897,324,1219,1875,2204,771,1286,1976,1746,0,121,600
"4559","AKIRIN2",2240,2607,1742,1587,1489,1472,1838,1673,1679,1660,1396,1498
"4560","ORC3",1480,1512,787,949,651,586,830,1000,1165,1441,1095,989
"4561","MAP3K7",4238,3497,2749,2888,1975,1078,2900,3044,3365,2795,3529,2833
"4562","PRR5L",13,38,713,19,864,132,NA,NA,NA,NA,NA,NA
"4563","LMO2",903,1589,2987,1180,2218,1037,3152,1244,900,328,132,603
"4564","PHF21A",2905,2565,978,1078,1592,1330,1824,1890,1077,1552,1580,3098
"4565","NAT10",7836,6714,6374,7417,4044,1505,6725,7823,7621,8890,7809,5239
"4566","CAPRIN1",21043,19134,18192,18427,8288,2873,19194,19424,24245,20782,22421,14068
"4567","ATP5MC2",9679,12006,8339,7460,7561,18715,NA,NA,NA,NA,NA,NA
"4568","DNAJC14",244,240,88,449,357,63,2731,3702,2562,2253,1769,2234
"4569","CD63",2163,4271,3145,1349,2087,4891,3318,1422,3202,2591,2082,1446
"4570","AVIL",78,55,19,48,100,270,20,50,10,12,3,52
"4571","GDF11",2170,1398,4156,2312,338,190,4385,2437,2113,2848,3390,1451
"4572","ITGA7",129,73,25,29,198,558,75,45,21,7,15,128
"4573","TESPA1",202,352,673,497,794,965,710,524,34,187,925,134
"4574","RDH5",239,98,53,97,375,1124,56,102,68,27,19,160
"4575","AGAP2",3209,2736,1781,1610,2811,2438,1879,1697,2131,1834,2349,2145
"4576","BLOC1S1",974,1530,1039,716,1841,2655,1096,755,1320,1035,865,651
"4577","CDK4",1667,1632,1773,2279,2447,3087,5837,5980,5583,8687,6557,3344
"4578","TROAP",4462,3780,1454,1677,3554,5363,1534,1768,2595,1340,2609,2983
"4579","TSPAN31",720,725,356,440,532,835,376,464,452,252,298,481
"4580","TFCP2",3176,3262,2252,2410,656,504,2376,2540,1271,2444,109,2123
"4581","COQ10A",1495,932,358,463,1191,1050,378,488,606,607,560,999
"4582","PAN2",10074,7831,1393,1312,5336,5794,1470,1383,2030,1044,1376,6735
"4583","ESPL1",3112,2484,1620,2855,4692,3148,2905,3819,6185,3997,3305,2600
"4584","ZC3H10",964,300,616,824,537,487,650,869,538,446,454,644
